grid_id,institution,city,state,country
grid.430083.c,William Hill Manor,Easton,Maryland,United States
grid.430085.a,Project Open Hand,San Francisco,California,United States
grid.430086.9,Open Hand,Atlanta,Georgia,United States
grid.430087.8,San Bernardino County Department of Public Health,San Bernardino,California,United States
grid.430089.6,Oncotide Pharmaceuticals,Durham,North Carolina,United States
grid.430090.e,San Diego American Indian Health Center,San Diego,California,United States
grid.430091.f,Quest Center for Integrative Health,Portland,Oregon,United States
grid.430092.c,Pathway School,Norristown,Pennsylvania,United States
grid.430093.d,San Diego Hospice and The Institute for Palliative Medicine,San Diego,California,United States
grid.430094.a,Pathways Behavioral Services,Waterloo,Iowa,United States
grid.430095.b,San Diego Unified School District,San Diego,California,United States
grid.430096.8,One River Grants,Troy,New York,United States
grid.430097.9,San Diego Youth Services,San Diego,California,United States
grid.430098.6,San Francisco AIDS Foundation,San Francisco,California,United States
grid.430099.7,Project Walk Orlando,Longwood,Florida,United States
grid.430100.6,Project Walk Paralysis Recovery Centers,Carlsbad,California,United States
grid.430102.4,SF LGBT Center,San Francisco,California,United States
grid.430103.5,San Francisco Unified School District,San Francisco,California,United States
grid.430104.2,San Joaquin County Public Health Services,Stockton,California,United States
grid.430105.3,San Joaquin Valley Public Health Consortium,Fresno,California,United States
grid.430106.0,Mothers’ Milk Bank,San Jose,California,United States
grid.430107.1,Pathways,Ashland,Kentucky,United States
grid.430108.e,Patient Advocate Foundation,Hampton,Virginia,United States
grid.430109.f,Patient-Centered Outcomes Research Institute,Washington D.C.,District of Columbia,United States
grid.430110.7,Prolong Pharmaceuticals,South Plainfield,New Jersey,United States
grid.430112.5,Open Arms of Minnesota,Minneapolis,Minnesota,United States
grid.430113.4,San Mateo County Health System,San Mateo,California,United States
grid.430115.2,Open Door Family Medical Center,Ossining,New York,United States
grid.430116.1,Prometheus Research,New Haven,Connecticut,United States
grid.430117.0,San Mateo County Probation,San Mateo,California,United States
grid.430118.f,Promise Project,New York,New York,United States
grid.430119.e,Reset Therapeutics,South San Francisco,California,United States
grid.430121.5,Resource Center for Parents and Children,Fairbanks,Alaska,United States
grid.430122.6,Propionic Acidemia Foundation,Highland Park,Illinois,United States
grid.430123.7,Patients First,Tallahassee,Florida,United States
grid.430124.0,Resource Foundation,New York,New York,United States
grid.430125.1,Resources for Children with Special Needs,New York,New York,United States
grid.430126.2,PatientsLikeMe,Cambridge,Massachusetts,United States
grid.430129.d,Resources for Independence Central Valley,Fresno,California,United States
grid.430130.5,Prosperity Gardens,Champaign,Illinois,United States
grid.430132.7,Operation Samahan,National City,California,United States
grid.430133.6,Restorix Foundation,Bellevue,Washington,United States
grid.430134.1,Open Window Productions,Saint Paul,Minnesota,United States
grid.430135.0,Opexa Therapeutics,The Woodlands,Texas,United States
grid.430136.3,Prostate Cancer Prevention Foundation,Sarasota,Florida,United States
grid.430137.2,Restorix Health,Tarrytown,New York,United States
grid.430138.d,Protagonist Therapeutics,Milpitas,California,United States
grid.430139.c,San Mateo Medical Center,San Mateo,California,United States
grid.430141.3,Prothelia,Milford,Massachusetts,United States
grid.430142.0,ReveraGen BioPharma,Rockville,Maryland,United States
grid.430144.6,Protigen,Sunnyvale,California,United States
grid.430145.7,PCAsso Diagnostics,Middlesex,New Jersey,United States
grid.430146.4,Presence Health,Mokena,Illinois,United States
grid.430147.5,Presence Saint Joseph Hospital,Elgin,Illinois,United States
grid.430149.b,RGenix,Brooklyn,New York,United States
grid.430150.3,Shoshone-Bannock Tribes,Fort Hall,Idaho,United States
grid.430152.1,Sanford Health Foundation,Fargo,North Dakota,United States
grid.430153.0,ShowMe Aquatics & Fitness,Saint Charles,Missouri,United States
grid.430154.7,Sanford Research,Sioux Falls,South Dakota,United States
grid.430155.6,Providence Health Foundation,Washington D.C.,District of Columbia,United States
grid.430156.5,Santa Clara County Behavioral Health Services,San Jose,California,United States
grid.430157.4,Santa Clara County Probation Department,San Jose,California,United States
grid.430158.b,Peace Winds America,Seattle,Washington,United States
grid.430160.0,Retina Associates,Kansas City,Kansas,United States
grid.430161.1,Rhino Ark United States of America,Madison,Wisconsin,United States
grid.430162.2,Saoirse,Cambridge,Massachusetts,United States
grid.430163.3,Rhode Island Health Center Association,Providence,Rhode Island,United States
grid.430164.4,Pediatric Brain Tumor Consortium Foundation,Ambler,Pennsylvania,United States
grid.430166.6,Pediatric Cancer Foundation,Tampa,Florida,United States
grid.430167.7,Shriners Hospitals for Children - Salt Lake City,Salt Lake City,Utah,United States
grid.430168.8,Sapna NYC,The Bronx,New York,United States
grid.430169.9,Shriners Hospitals for Children - Shreveport,Shreveport,Louisiana,United States
grid.430170.1,Storrs Library,Longmeadow,Massachusetts,United States
grid.430171.0,Pediatric Oncology Support Team,West Palm Beach,Florida,United States
grid.430172.3,Peer Assistance Services,Denver,Colorado,United States
grid.430173.2,Cancer Navigator,San Diego,California,United States
grid.430174.5,Pender County Schools,Burgaw,North Carolina,United States
grid.430175.4,Shriners Hospitals for Children - Springfield,Springfield,Massachusetts,United States
grid.430176.7,Penfold Patterson Research Institute,San Carlos,California,United States
grid.430177.6,Shriners Hospitals for Children - Twin Cities,Woodbury,Minnesota,United States
grid.430178.9,Pennsylvania Academy of Family Physicians and Foundation,Harrisburg,Pennsylvania,United States
grid.430179.8,Sibley Memorial Hospital,Washington D.C.,District of Columbia,United States
grid.430180.e,Pennsylvania Elks Home Service Program,Washington,Pennsylvania,United States
grid.430181.f,Penn State Wilkes-Barre,Back Mountain,Pennsylvania,United States
grid.430182.c,Penn State Berks,Reading,Pennsylvania,United States
grid.430183.d,Penrose-St. Francis Health Services,Colorado Springs,Colorado,United States
grid.430184.a,Essential Partners,Cambridge,Massachusetts,United States
grid.430186.8,Pentacle,New York,New York,United States
grid.430187.9,Sarasota Memorial Health Care System,Sarasota,Florida,United States
grid.430188.6,Public Health Dayton & Montgomery County,Dayton,Ohio,United States
grid.430191.e,People for Parks,Minneapolis,Minnesota,United States
grid.430192.d,Savara Pharmaceuticals,Austin,Texas,United States
grid.430193.c,People Living Through Cancer,Albuquerque,New Mexico,United States
grid.430194.b,People's Clinic of Morehead,Morehead,Kentucky,United States
grid.430195.a,Save Ourselves Breast Cancer Organization,Folsom,California,United States
grid.430196.9,Sbarro Health Research Organization,Philadelphia,Pennsylvania,United States
grid.430197.8,Jackson Health System,Miami,Florida,United States
grid.430198.7,Public School Forum of North Carolina,Raleigh,North Carolina,United States
grid.430199.6,Society for the Investigation of Early Pregnancy,Cherry Hill,New Jersey,United States
grid.430200.5,The Public Theater,New York,New York,United States
grid.430201.4,Scarsdale Public Schools,Scarsdale,New York,United States
grid.430202.7,Avid Bioservices,Tustin,California,United States
grid.430204.1,Sierra Institute for Community and Environment,Plumas Lake,California,United States
grid.430205.0,Perinatal Treatment Services,Seattle,Washington,United States
grid.430206.3,Pulmatrix,Lexington,Massachusetts,United States
grid.430207.2,The Schiele Museum of Natural History,Gastonia,North Carolina,United States
grid.430208.d,Perle Bioscience,Charleston,South Carolina,United States
grid.430209.c,Perscitus Biosciences,Madison,Wisconsin,United States
grid.430210.4,Peru Public Library,Peru,Illinois,United States
grid.430211.5,Push to Walk,Riverdale,New Jersey,United States
grid.430213.7,Putnam County HomeCare & Hospice Auxiliary,Ottawa,Ohio,United States
grid.430214.0,School for Compassionate Action,New York,New York,United States
grid.430215.1,School of Clinical Research,Miami,Florida,United States
grid.430216.2,Q Therapeutics,Salt Lake City,Utah,United States
grid.430217.3,Yuba City Unified School District,Yuba City,California,United States
grid.430218.c,Riverkeeper,Ossining,New York,United States
grid.430220.7,Riverkids Pediatric Home Health,Pearland,Texas,United States
grid.430222.5,PetsDx Veterinary Imaging,Pittsburgh,Pennsylvania,United States
grid.430223.4,Sierra Nevada Memorial Hospital Foundation,Grass Valley,California,United States
grid.430224.3,Riverside Unified School District,Riverside,California,United States
grid.430225.2,Schwab Rehabilitation Hospital,Chicago,Illinois,United States
grid.430226.1,Riverside San Bernardino County Indian Health,Banning,California,United States
grid.430227.0,Pharmacyclics,Sunnyvale,California,United States
grid.430228.f,World Science Festival,New York,New York,United States
grid.430229.e,Riverstone Senior Life Services,New York,New York,United States
grid.430230.6,RJS Biologics,Seattle,Washington,United States
grid.430231.7,QRx Pharma,Bedminster,New Jersey,United States
grid.430232.4,Quadriplegics United Against Dependency,Portland,Oregon,United States
grid.430233.5,Qualiber,Chapel Hill,North Carolina,United States
grid.430234.2,Sierra Streams Institute,Nevada City,California,United States
grid.430235.3,Qualidigm,Wethersfield,Connecticut,United States
grid.430237.1,Signature Research Institute,Louisville,Kentucky,United States
grid.430240.1,PharmatrophiX,Menlo Park,California,United States
grid.430241.0,Quality Living,Omaha,Nebraska,United States
grid.430242.3,Scioto County Juvenile Court,Portsmouth,Ohio,United States
grid.430243.2,Scotland County Schools,Laurinburg,North Carolina,United States
grid.430244.5,Silicon Valley Independent Living Center,San Jose,California,United States
grid.430245.4,Scotland Memorial Hospital,Laurinburg,North Carolina,United States
grid.430246.7,Baylor Scott & White - Central Texas Foundation,Temple,Texas,United States
grid.430247.6,Quantason,Los Angeles,California,United States
grid.430248.9,Roanoke Rapids Graded School District,Roanoke Rapids,North Carolina,United States
grid.430249.8,Quantum Applied Science and Research,San Diego,California,United States
grid.430250.0,Roanoke River Valley Education Consortium,Warrenton,North Carolina,United States
grid.430253.3,Quantum Leap Healthcare Collaborative,Half Moon Bay,California,United States
grid.430254.4,Screen,Seattle,Washington,United States
grid.430255.5,Robert Louis Stevenson School,New York,New York,United States
grid.430257.7,Phelan-McDermid Syndrome Foundation,Venice Gardens,Florida,United States
grid.430258.8,Scynexis,Durham,North Carolina,United States
grid.430259.9,Sanford Children's Specialty Clinic,Sioux Falls,South Dakota,United States
grid.430260.3,Post Acute Partners,New York,New York,United States
grid.430261.2,Sea Lane Biotechnologies,Mountain View,California,United States
grid.430262.1,Seabrook,Bridgeton,New Jersey,United States
grid.430263.0,Quatela Center for Plastic Surgery,Rochester,New York,United States
grid.430264.7,Simons Foundation,New York,New York,United States
grid.430265.6,Robin Hood Foundation,New York,New York,United States
grid.430266.5,Good Shepherd Penn Partners,Allentown,Pennsylvania,United States
grid.430267.4,Pacific Breast Pathology,Novato,California,United States
grid.430268.b,Roc Institute for Arts and Sciences,Charlotte,North Carolina,United States
grid.430269.a,Seattle Cancer Care Alliance,Seattle,Washington,United States
grid.430270.2,Philip Rogers Elementary School,Chicago,Illinois,United States
grid.430273.1,Second Harvest Food Bank,San Jose,California,United States
grid.430274.6,Phillips Graduate Institute,Chatsworth,California,United States
grid.430275.7,Rochester City School District,Rochester,New York,United States
grid.430277.5,Rochester College,Rochester Hills,Michigan,United States
grid.430279.b,Sefacor,Natick,Massachusetts,United States
grid.430280.d,Selecta Biosciences,Watertown,Massachusetts,United States
grid.430281.c,Rochester Rehabilitation Center,Rochester,New York,United States
grid.430283.e,Rockefeller Philanthropy Advisors,New York,New York,United States
grid.430284.9,Seneb BioSciences,Doylestown,Pennsylvania,United States
grid.430285.8,Sinnissippi Centers,Dixon,Illinois,United States
grid.430286.b,Rockingham County Schools,Eden,North Carolina,United States
grid.430287.a,Phoenix Indian Medical Center,Phoenix,Arizona,United States
grid.430288.5,Sense of Security,Denver,Colorado,United States
grid.430291.d,Sensory Processing Disorder Foundation,Greenwood Village,Colorado,United States
grid.430293.f,Quietmind Foundation,Plymouth Meeting,Pennsylvania,United States
grid.430294.8,Rocky Boy Health Board,Box Elder,Montana,United States
grid.430295.9,Quinn Community Outreach Corporation,Moreno Valley,California,United States
grid.430296.a,SeriousFun Children's Network,Westport,Connecticut,United States
grid.430297.b,Serpin Pharma,Manassas,Virginia,United States
grid.430298.4,Phylogeny,Powell,Ohio,United States
grid.430299.5,Sisters Network,Houston,Texas,United States
grid.430300.4,Roger C. Peace Rehabilitation Hospital,Greenville,South Carolina,United States
grid.430301.5,Rogerson Communities,Boston,Massachusetts,United States
grid.430302.6,Serve Outdoors​ Texas Hill Country Chapter,New Braunfels,Texas,United States
grid.430303.7,Project Walk-Austin,Austin,Texas,United States
grid.430304.0,Setauket Fire Department,East Setauket,New York,United States
grid.430305.1,Seton Healthcare Family,Austin,Texas,United States
grid.430306.2,Seven Generations Ahead,Oak Park,Illinois,United States
grid.430307.3,Roots Community Health Center,Oakland,California,United States
grid.430308.c,Ronald McDonald House Charities,Oak Brook,Illinois,United States
grid.430309.d,Seward County Community College,Liberal,Kansas,United States
grid.430310.5,Sixteenth Street Community Health Center,Milwaukee,Wisconsin,United States
grid.430313.6,Room to Read,San Francisco,California,United States
grid.430314.1,Providence Pediatric Pulmonology & Cystic Fibrosis,Spokane,Washington,United States
grid.430315.0,SK Life Science,Fair Lawn,New Jersey,United States
grid.430317.2,Sail To Prevail,Newport,Rhode Island,United States
grid.430318.d,Radiation Oncology Institute,Fairfax,Virginia,United States
grid.430319.c,Roper St. Francis Foundation,Charleston,South Carolina,United States
grid.430320.6,Piers Park Sailing Center,Boston,Massachusetts,United States
grid.430321.7,UF Health Shands Hospital,Gainesville,Florida,United States
grid.430322.4,Roper St. Francis Healthcare,Charleston,South Carolina,United States
grid.430323.5,RadioIsotope Therapy of America Foundation,Houston,Texas,United States
grid.430324.2,UF Health Shands Rehab Hospital,Gainesville,Florida,United States
grid.430325.3,Skin Cancer Foundation,New York,New York,United States
grid.430326.0,Sky Tavern Junior Ski Program,Reno,Nevada,United States
grid.430327.1,St. Joseph’s Candler Hospital,Savannah,Georgia,United States
grid.430329.f,Skyland Care Center,Sylva,North Carolina,United States
grid.430330.7,Radiology Associates,Eugene,Oregon,United States
grid.430331.6,Slavic Assistance Center,Sacramento,California,United States
grid.430332.5,Rainbow Hospice and Palliative Care,Mount Prospect,Illinois,United States
grid.430333.4,Shanta Foundation,Durango,Colorado,United States
grid.430334.3,Shanti Project,San Francisco,California,United States
grid.430335.2,Share and Care Foundation,Paramus,New Jersey,United States
grid.430336.1,SHARE,New York,New York,United States
grid.430337.0,Smart Monitor,San Jose,California,United States
grid.430338.f,Raise Hope Foundation,Verona,New Jersey,United States
grid.430339.e,Shared Adventures,Santa Cruz,California,United States
grid.430340.0,Public Schools of Robeson County,Lumberton,North Carolina,United States
grid.430341.1,Sharp HealthCare Foundation,San Diego,California,United States
grid.430343.3,Shaw Regional Cancer Center,Edwards,Colorado,United States
grid.430344.4,Shawnee State University,Portsmouth,Ohio,United States
grid.430345.5,St. Laurent Institute,Woburn,Massachusetts,United States
grid.430347.7,Sheridan Technical College,Hollywood,Florida,United States
grid.430348.8,St. Mary’s Healthcare System for Children,Bayside,New York,United States
grid.430349.9,Sorrento Therapeutics,San Diego,California,United States
grid.430350.1,Smile Train,New York,New York,United States
grid.430351.0,Smith Center for Healing and the Arts,Washington D.C.,District of Columbia,United States
grid.430352.3,Rubicon Biotechnology,Lake Forest,California,United States
grid.430353.2,St. Margaret Mary School,Chicago,Illinois,United States
grid.430354.5,SHIELDS for Families,Los Angeles,California,United States
grid.430359.8,Rubin Museum of Art,New York,New York,United States
grid.430362.0,Society for Mucosal Immunology,Milwaukee,Wisconsin,United States
grid.430363.1,Rally Foundation,Sandy Springs,Georgia,United States
grid.430364.6,Ralph Lauren Center for Cancer Care and Prevention,New York,New York,United States
grid.430365.7,RaNA Therapeutics,Cambridge,Massachusetts,United States
grid.430367.5,Society for Neuroscience in Anesthesiology and Critical Care,Richmond,Virginia,United States
grid.430368.a,Rancho BioSciences,Rancho Santa Fe,California,United States
grid.430369.b,Society for Research on Nicotine and Tobacco,Madison,Wisconsin,United States
grid.430370.3,St. Mary’s Health Care System,Athens,Georgia,United States
grid.430372.1,Telluride Adaptive Sports Program,Telluride,Colorado,United States
grid.430373.0,Society for the Preservation of Long Island Antiquities,Cold Spring Harbor,New York,United States
grid.430374.7,St. Mary's Medical Center,Grand Junction,Colorado,United States
grid.430375.6,Rancho Research Institute,Downey,California,United States
grid.430376.5,Society of Surgical Oncology,Rosemont,Illinois,United States
grid.430377.4,TeloVISION,West Lafayette,Indiana,United States
grid.430378.b,Temple College,Temple,Texas,United States
grid.430379.a,Rare Disease Therapeutics,Franklin,Tennessee,United States
grid.430382.e,Temple Missionary Baptist Church,San Bernardino,California,United States
grid.430383.f,St. Vincent's HealthCare,Billings,Montana,United States
grid.430385.9,St.Vincent Health,Indianapolis,Indiana,United States
grid.430386.a,St. Vincent Hospital,Santa Fe,New Mexico,United States
grid.430387.b,"Rutgers, The State University of New Jersey",New Brunswick,New Jersey,United States
grid.430388.4,Qualcomm,San Diego,California,United States
grid.430389.5,RCAP Solutions,Worcester,Massachusetts,United States
grid.430391.c,Soledad Community Health Care District Foundation,Soledad,California,United States
grid.430392.f,Soldiers' Angels,San Antonio,Texas,United States
grid.430393.e,CHI St. Vincent,Little Rock,Arkansas,United States
grid.430394.9,Sacramento Asian Pacific Chamber of Commerce,Sacramento,California,United States
grid.430396.b,Sacramento City Unified School District,Sacramento,California,United States
grid.430397.a,Sacred Heart Health System,Pensacola,Florida,United States
grid.430398.5,Foundation for Children with Cancer,St Louis,Missouri,United States
grid.430400.3,Safe Horizon,New York,New York,United States
grid.430402.1,Solving Kids' Cancer,New York,New York,United States
grid.430403.0,Tennessee Justice Center,Nashville,Tennessee,United States
grid.430404.7,Reading Partners,Oakland,California,United States
grid.430406.5,Sage Bionetworks,Seattle,Washington,United States
grid.430408.b,Terapio,Austin,Texas,United States
grid.430409.a,Real Time Tomography,Wayne,Pennsylvania,United States
grid.430410.2,Testaverde Fund for Spinal Cord Injury,Wantagh,New York,United States
grid.430411.3,Realistic Education in Action Coalition to Foster Health,Los Angeles,California,United States
grid.430412.0,Flint and Saginaw Odyssey House,Flint,Michigan,United States
grid.430414.6,TetraLogic Pharmaceuticals,Malvern,Pennsylvania,United States
grid.430415.7,Texans Care for Children,Austin,Texas,United States
grid.430416.4,Stairstep Foundation,Minneapolis,Minnesota,United States
grid.430418.a,Saint Anne's Hospital,Fall River,Massachusetts,United States
grid.430419.b,Texas Health and Human Services Commission,Austin,Texas,United States
grid.430422.3,Texas Partnership for End-of-Life Care,Austin,Texas,United States
grid.430424.5,Thai Health And Information Services,Los Angeles,California,United States
grid.430425.4,Daughters of Charity Health System,Los Altos Hills,California,United States
grid.430426.7,Thyroid Head and Neck Cancer Foundation,New York,New York,United States
grid.430427.6,Entertainment Industry Foundation,Los Angeles,California,United States
grid.430428.9,ABCD,Canton,Ohio,United States
grid.430429.8,Ability Center of Greater Toledo,Sylvania,Ohio,United States
grid.430430.0,Sound Choice Pharmaceutical Institute,Seattle,Washington,United States
grid.430431.1,TumorEnd,Baton Rouge,Louisiana,United States
grid.430433.3,Adaptive Sports Foundation,Greene,New York,United States
grid.430434.4,Tuomey Healthcare System,Sumter,South Carolina,United States
grid.430435.5,Aesthetic Surgery Center,Naples,Florida,United States
grid.430436.6,Stanley Park,Westfield,Massachusetts,United States
grid.430437.7,American Geriatrics Society,New York,New York,United States
grid.430438.8,Amyotrophic Lateral Sclerosis Association,Washington D.C.,District of Columbia,United States
grid.430439.9,Turnstone,Fort Wayne,Indiana,United States
grid.430441.6,Andrews Institute for Orthopaedics & Sports Medicine,Gulf Breeze,Florida,United States
grid.430442.5,Angeles Clinic Foundation,Santa Monica,California,United States
grid.430443.4,Angiogenesis Foundation,Cambridge,Massachusetts,United States
grid.430444.3,STAR Council,Stephenville,Texas,United States
grid.430445.2,Star Neuroscience Foundation,Decatur,Georgia,United States
grid.430446.1,TVAX Biomedical,Lenexa,Kansas,United States
grid.430447.0,Montefiore Health System,The Bronx,New York,United States
grid.430448.f,Arc of High Point,High Point,North Carolina,United States
grid.430449.e,Arthritis Research Institute of America,Clearwater,Florida,United States
grid.430450.6,The Arthroplasty Patient Foundation,Boston,Massachusetts,United States
grid.430452.4,Association of Black Women Physicians,Marina del Rey,California,United States
grid.430454.2,Sisters of Providence Health System,Springfield,Massachusetts,United States
grid.430456.0,Bachmann-Strauss Dystonia & Parkinson Foundation,New York,New York,United States
grid.430457.1,South Campus Community School,Smithfield,North Carolina,United States
grid.430458.e,The Beautiful Gate,Miami,Florida,United States
grid.430459.f,South Carolina Cancer Alliance,Columbia,South Carolina,United States
grid.430460.5,State Building & Construction Trades Council of California,Sacramento,California,United States
grid.430461.4,South Carolina Department of Corrections,Columbia,South Carolina,United States
grid.430462.7,South Central Community Services,Chicago,Illinois,United States
grid.430463.6,Bone Marrow Foundation,New York,New York,United States
grid.430465.0,Brain Tumor Awareness Organization,Slater-Marietta,South Carolina,United States
grid.430466.3,State of Connecticut Judicial Branch,Hartford,Connecticut,United States
grid.430467.2,Christus Santa Rosa Health System,San Antonio,Texas,United States
grid.430468.d,Breakfast Club,Florissant,Missouri,United States
grid.430469.c,John D Bray MD,Midland,Texas,United States
grid.430471.5,Rhode Island Cancer Council,Pawtucket,Rhode Island,United States
grid.430472.6,Brearley School,New York,New York,United States
grid.430473.7,South Central Family Health Center,Los Angeles,California,United States
grid.430474.0,The Bridge,Hastings,Nebraska,United States
grid.430475.1,Brod Group,Mill Valley,California,United States
grid.430476.2,Bronx Health Link,The Bronx,New York,United States
grid.430477.3,SUNY Canton,Canton,New York,United States
grid.430478.c,Blessing Hospital,Quincy,Illinois,United States
grid.430479.d,The Care Communities,Austin,Texas,United States
grid.430480.b,Heroes Foundation,Indianapolis,Indiana,United States
grid.430481.a,United States Power Soccer Association,Carmel,Indiana,United States
grid.430482.9,South Elgin FUNdation,South Elgin,Illinois,United States
grid.430483.8,Center for Discovery,Los Alamitos,California,United States
grid.430484.f,Iredell Statesville Schools,Statesville,North Carolina,United States
grid.430485.e,Family Centre for Health and Wellness,Shreveport,Louisiana,United States
grid.430486.d,Kids Cancer Center,Royal Palm Beach,Florida,United States
grid.430487.c,Center for Health Justice,Los Angeles,California,United States
grid.430488.3,South Florida Veterans Affairs Foundation for Research and Education,Miami,Florida,United States
grid.430489.2,South Johnston High School,Four Oaks,North Carolina,United States
grid.430490.a,South Puget Intertribal Planning Agency,Shelton,Washington,United States
grid.430491.b,The Center for Mind-Body Medicine,Washington D.C.,District of Columbia,United States
grid.430492.8,The Center for Pranic Healing,Lyndhurst,New Jersey,United States
grid.430493.9,The Center for the Biology of Chronic Disease,Valley Cottage,New York,United States
grid.430494.e,Chanda Plan Foundation,Denver,Colorado,United States
grid.430495.f,Ohio State University Hospital,Columbus,Ohio,United States
grid.430496.c,South Shore Hospital,Weymouth,Massachusetts,United States
grid.430497.d,Chester County Hospital,West Chester,Pennsylvania,United States
grid.430498.2,South Shore YMCA,Quincy,Massachusetts,United States
grid.430499.3,The Chicago School of Professional Psychology,Los Angeles,California,United States
grid.430500.2,Daniel Drake Center,Cincinnati,Ohio,United States
grid.430501.3,South Texas Institutes of Health,McAllen,Texas,United States
grid.430502.0,South West Special Recreation Association,Alsip,Illinois,United States
grid.430503.1,University of Colorado Anschutz Medical Campus,Aurora,Colorado,United States
grid.430504.6,Children’s Cause for Cancer Advocacy,Washington D.C.,District of Columbia,United States
grid.430505.7,Children's Home of Wheeling,Wheeling,West Virginia,United States
grid.430507.5,Stavros,Amherst Center,Massachusetts,United States
grid.430508.a,University of Florida Health,Gainesville,Florida,United States
grid.430509.b,Stay in the Shade,Ann Arbor,Michigan,United States
grid.430512.1,Southbury Clinic,Southbury,Connecticut,United States
grid.430513.0,Heather Hill Care Communities,Chardon,Ohio,United States
grid.430514.7,Cancer Connection,Juneau,Alaska,United States
grid.430515.6,United Jewish Appeal Federation of New York,New York,New York,United States
grid.430517.4,Community Health Center Association of Mississippi,Jackson,Mississippi,United States
grid.430519.a,Southeastern Community College - North Carolina,Whiteville,North Carolina,United States
grid.430522.2,Children's Treehouse Foundation,Denver,Colorado,United States
grid.430523.3,Ulman Cancer Fund for Young Adults,Baltimore,Maryland,United States
grid.430525.5,Children’s Village,Dobbs Ferry,New York,United States
grid.430526.6,Ultradian Diagnostics,Rensselaer,New York,United States
grid.430527.7,Southern Alamance Middle School,Graham,North Carolina,United States
grid.430528.8,Ultragenyx Pharmaceutical,Novato,California,United States
grid.430530.1,Stealth Biosciences,Palo Alto,California,United States
grid.430531.0,Ultrawave Labs,Newport Beach,California,United States
grid.430532.3,Clearity Foundation,San Diego,California,United States
grid.430533.2,Stella Therapeutics,Seattle,Washington,United States
grid.430534.5,Cody Unser First Step Foundation,Albuquerque,New Mexico,United States
grid.430535.4,Umpqua Community College,Roseburg,Oregon,United States
grid.430536.7,Southern Illinois Healthcare,Carbondale,Illinois,United States
grid.430538.9,Spectrum Health Blodgett Hospital,Grand Rapids,Michigan,United States
grid.430539.8,Southern Maine Medical Center,Biddeford,Maine,United States
grid.430540.6,ComedyCures Foundation,Tenafly,New Jersey,United States
grid.430541.7,Southern Middle School,Roxboro,North Carolina,United States
grid.430542.4,Commonwealth Fund,New York,New York,United States
grid.430543.5,Southern Poverty Law Center,Montgomery,Alabama,United States
grid.430545.3,Community Chest of Leonia,Leonia,New Jersey,United States
grid.430546.0,Southern Rural Black Women's Initiative,Jackson,Mississippi,United States
grid.430547.1,Connecticut Center for Primary Care,Farmington,Connecticut,United States
grid.430548.e,URSA Institute,San Francisco,California,United States
grid.430549.f,Southern Vermont College,Bennington,Vermont,United States
grid.430550.7,Uncas Health District,Norwich,Connecticut,United States
grid.430551.6,Southerners on New Ground,Atlanta,Georgia,United States
grid.430552.5,Southland Hispanic Leadership Council,Olympia Fields,Illinois,United States
grid.430554.3,Southwest Autism Research & Resource Center,Phoenix,Arizona,United States
grid.430555.2,Velocity BioGroup,Denver,Colorado,United States
grid.430556.1,Yaddo,Saratoga Springs,New York,United States
grid.430557.0,Southwest Center for Chronic Disease,Scottsdale,Arizona,United States
grid.430558.f,Counseling Center,Portsmouth,Ohio,United States
grid.430560.4,Empower Abilities,Springfield,Missouri,United States
grid.430562.6,Southwest Georgia Health Care,Richland,Georgia,United States
grid.430563.7,StemMed,Houston,Texas,United States
grid.430564.0,University Settlement,New York,New York,United States
grid.430565.1,Stemnion,Pittsburgh,Pennsylvania,United States
grid.430566.2,Visiting Nurse Association of South Central Connecticut,New Haven,Connecticut,United States
grid.430568.c,StemSynergy Therapeutics,Miami,Florida,United States
grid.430571.4,Southwest Wheelchair Athletic Association,Hurst,Texas,United States
grid.430574.1,Sova Pharmaceuticals,La Jolla,California,United States
grid.430575.0,Wall Las Memorias Project,Los Angeles,California,United States
grid.430576.3,Delaware Academy of Medicine,Newark,Delaware,United States
grid.430577.2,Unicorn Children's Foundation,Boca Raton,Florida,United States
grid.430578.d,Washington Hospital,Washington,Pennsylvania,United States
grid.430581.b,The Donna Foundation,Atlantic Beach,Florida,United States
grid.430582.8,Stephen Gaynor School,New York,New York,United States
grid.430583.9,SPARK Reproductive Justice NOW,Atlanta,Georgia,United States
grid.430585.f,Wayside House,Delray Beach,Florida,United States
grid.430586.c,Stephenson County Health Department,Freeport,Illinois,United States
grid.430587.d,Neuroworx,South Jordan,Utah,United States
grid.430590.b,Hospice Savannah,Savannah,Georgia,United States
grid.430591.a,Best Answer for Cancer Foundation,Austin,Texas,United States
grid.430592.9,Unio Recovery Center,Ontario,Oregon,United States
grid.430593.8,Energy Institute of the Healing Arts Foundation,Mitchellville,Maryland,United States
grid.430594.f,Union Graduate College,Schenectady,New York,United States
grid.430595.e,Spartanburg Regional Healthcare System,Spartanburg,South Carolina,United States
grid.430596.d,Esther A. & Joseph Klingenstein Fund,New York,New York,United States
grid.430597.c,Union Hospital,Terre Haute,Indiana,United States
grid.430598.3,Eye Cancer Foundation,New York,New York,United States
grid.430600.1,The Family Center,Brooklyn,New York,United States
grid.430602.3,CancerConnects,East Syracuse,New York,United States
grid.430603.2,Unite 2 Fight Paralysis,Hood River,Oregon,United States
grid.430606.7,United American Indian Involvement,Los Angeles,California,United States
